http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=Tomkap&hgS_otherUserSessionName=ZLD,,,,,,,,,,,,,,,,,,,
PID,Chr,From,To,Peak,Height,Label,Link,Genes,Dists,TSS_gene,TSS_dist,St3_Height,St4_Height,St5_Height,Slope,Dynamics,Max_3_to_1_contamination,Max_1_to_3_contamination,DNaseI_st5
4268,chr3R,24945270,24945550,24945410,153.8,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:24940270-24950550,"yemalpha,CG11877,CG11876,","0,-1298,-3492,", yemalpha ,3187,256.4,171.2,36.6,-2.8, \\ ,7.0023,0.1428,18.9571
4269,chr2L,1688350,1688630,1688490,166.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1683350-1693630,"chinmo,cpb,CG17660,","0,16413,18641,", cpb ,16413,58.5,181.8,266,2.18, // ,0.22,4.5444,29.6164
4270,chrUextra,62590,62920,62800,162.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrUextra:57590-67920,,",",  ,NaN ,346,126.1,14.9,-4.53, \\ ,23.2643,0.043,1.6326
4271,chr2R,4317880,4318160,4318010,175.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:4312880-4323160,"Lcp1,CSN7,Lcp2,","128,-1921,3461,", Lcp1 ,727,105.2,182.3,251.1,1.25, // ,0.419,2.3869,20.4716
4272,chr2L,3775570,3775850,3775750,153.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:3770570-3780850,"bowl,CG31772,CG31960,","0,-7559,9195,", bowl ,3187,98.5,170.1,217.4,1.14, // ,0.4533,2.2059,62.1412
4273,chr2L,21360130,21360410,21360270,171.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:21355130-21365410,"dtr,Tsp39D,Gr39b,","945,-1997,7637,", dtr ,945,344.5,122.9,50.9,-2.76, \\ ,6.7672,0.1478,4.616
4274,chr3L,18473870,18474150,18474020,165.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:18468870-18479150,"AlCR2,Met75Ca,Met75Cb,","5581,-8556,-11321,", Met75Ca ,8556,285.3,141,77.8,-1.87, \\ ,3.6666,0.2727,11.0214
4275,chr3L,7972930,7973210,7973060,160.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:7967930-7978210,"nmo,CG8038,CG8209,","0,-1355,-2104,", nmo ,912,22.2,167.5,298,3.74, // ,0.0746,13.4082,67.7317
4276,chr3R,398320,398600,398470,163.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:393320-403600,"CG32945,CG34357,CG12587,","5344,-14681,21953,", CG32945 ,5845,23,191.3,281.5,3.61, // ,0.0816,12.2534,25.3236
4277,chr2R,1541380,1541660,1541540,162.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:1536380-1546660,"CG1344,CG11665,l(2)NC136,","0,-1252,2882,", CG1344 ,397,102.3,182.3,204.8,1, // ,0.4993,2.0029,148.8723
4278,chr2L,22115070,22115350,22115200,177,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:22110070-22120350,"CG6675,CG3651,CG10834,","-4751,6635,-7921,", CG6675 ,6237,162.3,186.5,184.2,0.18, -- ,0.8809,1.1352,7.8377
4279,chr3R,21862550,21862830,21862670,164,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:21857550-21867830,"HLHm7,m6,E(spl),","89,-2901,3375,", HLHm7 ,89,37.8,182.3,278.6,2.88, // ,0.1356,7.3725,285.6462
4280,chrX,3816320,3816600,3816450,164.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:3811320-3821600,"CG2938,CG15240,CG2941,","9738,-10642,14102,", CG15240 ,10642,171.9,171.2,158.5,-0.12, -- ,1.0848,0.9218,5.3906
4281,chr3R,8273450,8273730,8273590,165.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8268450-8278730,"CG5538,desat1,CG18549,","0,-252,1427,", CG5538 ,216,49.6,231.6,215.1,2.11, /\ ,0.2308,4.3328,28.8058
4282,chr3R,790490,790980,790580,155.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:785490-795980,"CG1124,CG2016,CG14661,","588,-3510,-9606,", CG1124 ,588,97.1,198.7,172.8,0.83, /\ ,0.5618,1.7799,15.1598
4283,chr3R,11413650,11413930,11413800,159.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:11408650-11418930,"CG18516,CG6045,CG5302,","-35306,-40343,44804,", CG18516 ,35306,227.5,155.3,104.7,-1.12, \\ ,2.1729,0.4602,18.9407
4284,chr2R,9828620,9828900,9828750,168.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9823620-9833900,"shot,DJ-1alpha,AGO1,","0,1288,5296,", shot ,865,74.8,195.6,241.4,1.69, // ,0.31,3.2259,102.3332
4285,chr2L,20686730,20687010,20686880,154.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:20681730-20692010,"Hr38,CG2617,CG1962,","0,-3248,-5036,", Hr38 ,2062,295.6,104.9,62.9,-2.23, \- ,4.6982,0.2128,13.9013
4286,chr3R,427930,428210,428060,154.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:422930-433210,"CG12587,5-HT2,CG32945,","-7427,10536,-23745,", CG12587 ,7637,11.9,181.8,273.4,4.52, // ,0.0434,23.0654,143.0928
4287,chr2R,18692360,18692640,18692490,171.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:18687360-18697640,"CycB,blw,stl,","0,-2799,3793,", CycB ,1318,140,215.2,160.8,0.2, /\ ,0.8712,1.1479,44.9414
4288,chr3R,27016240,27016520,27016380,176.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:27011240-27021520,"CG31004,bnk,CG1544,","0,2565,6259,", bnk ,2565,229.7,217.8,84.7,-1.44, -\ ,2.713,0.3686,5.2414
4289,chrX,9985800,9986080,9985940,156.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:9980800-9991080,"CG34104,CG2974,CG2972,","0,-5736,-6857,", CG34104 ,5375,188.9,183.9,101.8,-0.89, -\ ,1.8555,0.5389,9.3821
4290,chr2L,19139760,19140230,19139880,152.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19134760-19145230,"brat,l(2)37Cg,l(2)37Ce,","0,-6454,-6856,", brat ,6075,17.8,125.1,318.1,4.15, // ,0.0559,17.8861,74.6441
4291,chr2L,8413680,8413960,8413810,153.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:8408680-8418960,"CG13398,Akap200,CG13397,","0,1879,-1942,", CG13398 ,1435,249,176.5,38.3,-2.7, \\ ,6.4955,0.154,24.1214
4292,chr2R,19662830,19663110,19662970,167.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:19657830-19668110,"CG9850,CG15800,CG5532,","0,15270,-22036,", CG9850 ,6393,318.6,145.2,42.3,-2.91, \\ ,7.5263,0.1329,5.5346
4293,chrX,20951400,20951680,20951530,153.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:20946400-20956680,"bves,CG32512,stg1,","-1558,-12981,13340,", CG32512 ,12981,105.2,165.9,218.5,1.05, // ,0.4815,2.077,57.3614
4294,chr2R,6469820,6470100,6469980,252.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6464820-6475100,"psq,CG11883,lola,","0,35188,-39213,", psq ,1218,105.2,321.7,338.7,1.69, /- ,0.3107,3.2187,260.5972
4295,chr3R,16394610,16394890,16394750,163.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:16389610-16399890,"CG5191,CG10877,TFAM,","0,-4961,6322,", CG5191 ,3389,106.7,206.7,177.3,0.73, /\ ,0.6017,1.6621,37.1499
4296,chr3L,1403960,1404240,1404100,186,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:1398960-1409240,"Ptp61F,CG32320,CG9168,","0,-2487,7125,", CG32320 ,5515,103.7,195.6,266.6,1.36, // ,0.3891,2.5699,19.091
4297,chr3L,6530280,6530560,6530420,166.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6525280-6535560,"sfl,CG32396,CG18769,","0,-4891,13418,", CG32396 ,6592,267.5,166.9,72.7,-1.88, \\ ,3.6817,0.2716,15.1387
4298,chr2L,8030920,8031200,8031060,152.5,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:8025920-8036200,"Cka,baf,CG7367,","0,-874,-2681,", Cka ,181,67.4,173.3,219.7,1.7, // ,0.3069,3.2579,277.4403
4299,chr2L,19736410,19736690,19736550,167.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:19731410-19741690,"CG10447,CG10462,Lar,","0,-596,-4988,", CG10447 ,496,135.6,194,176.2,0.38, /- ,0.7696,1.2994,37.9191
4300,chr2L,18013470,18013750,18013610,177,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18008470-18018750,"rdo,elfless,CG31740,","0,-2401,-3908,", rdo ,1204,192.6,194.5,147,-0.39, -\ ,1.3103,0.7632,7.8101
4301,chr2R,2035630,2035910,2035770,152.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2030630-2040910,"EcR,CG14589,Cyp6w1,","0,-9814,25430,", EcR ,8864,114.8,223.6,129.3,0.17, /\ ,0.8883,1.1257,28.6292
4302,chr3R,4882250,4882530,4882390,154.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4877250-4887530,"CG11033,Mst85C,Nmdmc,","0,-4433,-6119,", CG11033 ,4151,95.6,181.8,187.6,0.97, /- ,0.5094,1.9631,57.9329
4303,chr2L,10543920,10544200,10544060,172.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10538920-10549200,"Trim9,CG18302,CG18301,","820,-7745,-10484,", Trim9 ,820,199.3,200.3,121.3,-0.72, -\ ,1.6435,0.6085,24.4488
4304,chr2L,7425720,7426000,7425870,164.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:7420720-7431000,"CG5261,chm,CG5958,","995,-3481,4658,", CG5261 ,995,163.8,186,143.6,-0.19, -\ ,1.1404,0.8769,21.4294
4305,chr3R,17439010,17439290,17439140,152.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:17434010-17444290,"InR,E2f,CG15498,","0,6885,-44269,", InR ,5618,40,181.2,247.1,2.62, // ,0.1619,6.1765,109.9301
4306,chr3L,96880,97160,97040,152.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:91880-102160,"CG12483,CG13405,Lsp1gamma,","578,-21774,-28037,", CG12483 ,1331,120,176.5,168.8,0.49, /- ,0.7113,1.4059,15.0112
4307,chr3R,20138830,20139110,20139000,152.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:20133830-20144110,"crb,CG5720,BRWD3,","0,1369,5740,", CG5720 ,5142,114.8,222.6,120.7,0.07, /\ ,0.9515,1.051,20.9657
4308,chr2RHet,728380,728660,728520,161.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2RHet:723380-733660,"CG17684,CG41325,CG41326,","0,-61436,71162,", CG41325 ,65316,57.1,222.6,209.4,1.87, /\ ,0.2725,3.6698,20.6499
4309,chrX,4094640,4094920,4094790,152.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:4089640-4099920,"Fas2,CG15571,CG15570,","0,16137,17468,", Fas2 ,5333,178.6,172.8,112.7,-0.66, -\ ,1.5845,0.6311,14.5554
4310,chr3R,18275650,18275930,18275790,152.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:18270650-18280930,"CG34376,CG34288,CG12499,","0,-2713,-3536,", CG34376 ,2029,163,200.9,98.4,-0.73, /\ ,1.6567,0.6036,24.8484
4311,chrX,2163800,2164080,2163950,170,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:2158800-2169080,"CG2924,CG2918,CG3071,","0,1349,-5096,", CG2924 ,205,45.2,194,274.6,2.6, // ,0.1646,6.0753,138.1454
4312,chr2R,9874640,9874920,9874810,152.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9869640-9879920,"RN-tre,CG8067,CG13350,","0,-2409,-3831,", RN-tre ,3381,162.3,223.6,75.5,-1.1, /\ ,2.1489,0.4654,19.6783
4313,chr2L,21026510,21026790,21026660,152.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:21021510-21031790,"CG9266,betaInt-nu,CG9265,","0,26171,31041,", CG9266 ,25294,149.7,212.5,99,-0.6, /\ ,1.5123,0.6612,8.1589
4314,chr2R,1837490,1837770,1837630,152.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:1832490-1842770,"CG7882,CG7881,CG14470,","7593,10872,-18762,", CG7882 ,7593,62.2,207.2,191.1,1.62, /\ ,0.3257,3.0699,22.8973
4315,chrX,1028100,1028380,1028250,155.9,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:1023100-1033380,"CG3655,CG14628,eIF4E-7,","0,11426,24409,", CG3655 ,297,18.5,162.2,292.3,3.97, // ,0.0634,15.781,247.9051
4316,chrX,14880290,14880570,14880430,178.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:14875290-14885570,"eag,hiw,CG9030,","0,24285,-31297,", eag ,15142,140.8,246.4,152.7,0.12, /\ ,0.9217,1.085,18.2021
4317,chr3L,50990,51270,51150,152,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:45990-56270,"Lsp1gamma,CG13405,mthl8,","15288,23319,-24834,", Lsp1gamma ,15288,113.4,195.6,159,0.49, /\ ,0.7128,1.4028,13.9805
4318,chr3L,8451900,8452180,8452040,152,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:8446900-8457180,"Gug,CG6983,CG6915,","0,-9568,14066,", Gug ,8293,31.1,165.9,273.4,3.13, // ,0.1138,8.7868,112.9707
4319,chr2L,6949650,6949930,6949790,165,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:6944650-6954930,"Gas41,SA,iHog,","0,649,-1012,", Gas41 ,345,139.3,186.5,180.2,0.37, /- ,0.773,1.2936,49.3719
4320,chrX,17064730,17065010,17064850,151.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:17059730-17070010,"baz,xmas-2,xmas-1,","0,-11511,-16337,", baz ,10789,34.8,173.3,256.3,2.88, // ,0.1359,7.3592,192.8894
4321,chr2RHet,1333140,1333420,1333290,153.2,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2RHet:1328140-1338420,"CG40263,CG40311,CG41603,","0,-21792,106212,", CG40263 ,2657,131.9,203,124.7,-0.08, /\ ,1.0576,0.9456,154.7009
4322,chr3R,14573040,14573320,14573190,154.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:14568040-14578320,"gwl,CG7718,CG14299,","0,-1427,3103,", gwl ,1097,137.1,194.5,132.7,-0.05, /\ ,1.0328,0.9682,33.2671
4323,chr2L,10483480,10483760,10483630,165.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10478480-10488760,"Grip75,RluA-2,CG7456,","0,-647,1904,", Grip75 ,332,37.8,151,310.6,3.04, // ,0.1217,8.2202,53.8507
4324,chr3L,20509000,20509280,20509150,151.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:20504000-20514280,"CG5059,CG32425,mTerf3,","0,-1938,3538,", CG5059 ,1243,108.2,188.1,173.9,0.68, /- ,0.6221,1.6076,33.7723
4325,chr3L,22862300,22862580,22862440,164,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:22857300-22867580,"Arf79F,CG11137,CG33170,","0,-1106,-1792,", CG11137 ,1106,73.4,191.8,230.5,1.65, // ,0.3182,3.1428,48.2737
4326,chr3R,2674340,2674620,2674470,170.2,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2669340-2679620,"Scr,ftz,Dfd,","0,15575,-46317,", Scr ,173,63,218.9,231.7,1.88, // ,0.2718,3.6787,240.1542
4327,chr2L,7495590,7495870,7495760,151.5,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:7490590-7500870,"CG6630,Pbprp5,Rapgap1,","-141,1024,2044,", CG6630 ,141,73.4,153.2,230,1.65, // ,0.319,3.135,202.4195
4328,chr2L,1633960,1634240,1634090,158.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:1628960-1639240,"chinmo,RFeSP,CG14352,","17169,-19908,-21511,", chinmo ,17169,342.3,101.2,31.5,-3.44, \\ ,10.8799,0.0919,1.5667
4329,chr3L,16906360,16906640,16906500,173.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:16901360-16911640,"Lmpt,CG11915,CG33256,","0,-6236,-6658,", Lmpt ,2134,149.7,210.9,172.8,0.21, /\ ,0.8663,1.1543,24.8744
4330,chr3R,17467930,17468210,17468040,192,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:17462930-17473210,"E2f,CG6353,InR,","0,18867,-22997,", E2f ,4213,34.8,168.5,386.7,3.47, // ,0.0901,11.1046,217.3107
4331,chrX,5644010,5644290,5644160,172.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:5639010-5649290,"CG4078,CG15772,l(1)G0060,","0,2396,-2903,", CG4078 ,2379,115.6,216.2,188.2,0.7, /\ ,0.6142,1.6283,10.3571
4332,chr2R,10127740,10128020,10127880,160.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:10122740-10133020,"CG8494,CG8485,CG8503,","0,-677,3311,", CG8494 ,439,88.2,188.1,209.9,1.25, // ,0.42,2.3811,71.2735
4333,chr3R,20989610,20989890,20989750,151.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:20984610-20994890,"CG13652,CG34110,dan,","-2149,5535,20984,", CG13652 ,3124,37.8,182.8,252.3,2.74, // ,0.1498,6.6761,180.8935
4334,chr3R,24513790,24514070,24513930,163.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:24508790-24519070,"CG9990,htt,CG9989,","0,8033,-16187,", CG9990 ,6109,95.6,239,158.5,0.73, /\ ,0.6032,1.6578,13.0513
4335,chr2L,18194830,18195110,18194970,153,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18189830-18200110,"CG42400,CG7180,CG31802,","0,-10340,13443,", CG42400 ,9914,183.8,171.2,112.1,-0.71, -\ ,1.6389,0.6102,4.0143
4336,chr3L,6168650,6168930,6168790,177.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6163650-6173930,"CG7376,CG10289,CG10274,","0,-1824,2988,", CG7376 ,1443,208.2,247,86.4,-1.27, -\ ,2.4103,0.4149,12.9696
4337,chr2L,10608990,10609270,10609140,152.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10603990-10614270,"Trim9,CG7329,CG34161,","0,20211,-27479,", CG7329 ,21913,102.3,168,197.4,0.95, // ,0.5181,1.9302,40.533
4338,chr2LHet,27520,27800,27640,182.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2LHet:22520-32800,"CG12567,CG40040,CG41425,","0,20166,29370,", CG12567 ,5287,276.4,195,76.7,-1.85, \\ ,3.6054,0.2774,3.8194
4339,chr2R,14021580,14021860,14021740,153.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:14016580-14026860,"Hsf,Pcl,Dip3,","0,1193,-3987,", Hsf ,396,63,178.6,223.7,1.83, // ,0.2816,3.5515,246.8366
4340,chr3R,26215800,26216080,26215940,165.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26210800-26221080,"Fer2LCH,Fer1HCH,hdc,","0,-2089,-28049,", Fer2LCH ,1080,211.9,179.1,112.1,-0.92, -\ ,1.89,0.5291,20.32
4341,chr2R,11657820,11658100,11657950,173.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:11652820-11663100,"Zasp,CG30089,CG30321,","0,-7882,22878,", Zasp ,5535,175.6,179.1,167,-0.07, -- ,1.0513,0.9512,4.2763
4342,chr3L,4679790,4680070,4679930,150.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4674790-4685070,"CG34266,axo,CG7514,","-1813,-4023,7656,", CG34266 ,2080,14.8,153.7,283.7,4.25, // ,0.0522,19.1472,128.3844
4343,chr2R,5289940,5290220,5290070,153.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5284940-5295220,"wun,CG33774,l(2)k10201,","0,-2261,-2666,", CG33774 ,2261,223.8,147.3,98.4,-1.18, \\ ,2.2742,0.4397,31.259
4344,chr3R,18535560,18535840,18535690,160.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:18530560-18540840,"CG4907,wge,CG13842,","0,1573,-2778,", CG4907 ,795,183,147.9,155,-0.24, -- ,1.1805,0.8471,16.1418
4345,chr2L,22177990,22178270,22178130,162.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:22172990-22183270,"CG3635,CG1832,CG42352,","0,-8969,11229,", CG3635 ,2716,254.9,141.5,99.5,-1.36, \- ,2.5607,0.3905,18.8961
4346,chr2R,18614480,18615040,18614610,150.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:18609480-18620040,"jbug,CG30268,CG30275,","0,-9858,-14355,", jbug ,2161,86.7,213.6,155.6,0.84, /\ ,0.5571,1.7949,12.7158
4347,chr3R,6141020,6141300,6141160,155.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:6136020-6146300,"Bruce,CG6293,CG11872,","0,-3843,-7718,", CG6293 ,3843,238.6,147.3,86.4,-1.46, \\ ,2.762,0.3621,18.2668
4348,chr3L,23138000,23138280,23138150,150.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:23133000-23143280,"CG32350,CG41454,CG33217,","2602,-5077,-12839,", CG32350 ,5439,159.3,191.3,101.3,-0.65, /\ ,1.5733,0.6356,7.3365
4349,chr3L,13996700,13996980,13996850,163.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:13991700-14001980,"CG9007,CG8783,CG17359,","0,-1870,-4504,", CG9007 ,1602,41.5,178.6,272.9,2.71, // ,0.1521,6.5763,177.7652
4350,chr2R,612300,612580,612440,165.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:607300-617580,"Nipped-B,CG40282,CG17082,","0,5910,19395,", Nipped-B ,4054,146.7,196.1,155.6,0.08, /\ ,0.9429,1.0606,8.4105
4351,chr3R,5416460,5416740,5416610,150.3,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:5411460-5421740,"bocksbeutel,CG8312,P58IPK,","0,422,-1308,", bocksbeutel ,99,151.9,180.2,124.1,-0.29, -\ ,1.2236,0.8173,93.9906
4352,chr3R,18983300,18983580,18983420,164.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:18978300-18988580,"unk,CG4624,CG13829,","0,318,2777,", unk ,172,179.3,164.8,157.9,-0.18, -- ,1.1357,0.8805,185.0324
4353,chr3R,9798120,9798400,9798260,154.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:9793120-9803400,"rdx,Orc2,CG9925,","0,-5457,-8369,", rdx ,740,32.6,137.8,295.2,3.17, // ,0.1104,9.0542,256.4867
4354,chr3R,4756100,4756450,4756250,150.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4751100-4761450,"pyd,osk,CG11963,","0,4602,8154,", pyd ,728,57.1,168.5,229.4,2.01, // ,0.2487,4.0207,27.7728
4355,chr3L,10159520,10159800,10159650,150.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:10154520-10164800,"dpr10,CG6628,CG8072,","0,0,-13794,", CG6628 ,475,191.9,168.5,94.4,-1.02, -\ ,2.0331,0.4919,52.4219
4356,chr3L,16581510,16581790,16581640,150.1,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:16576510-16586790,"l(3)73Ah,CG32163,tra,","0,-401,1391,", l(3)73Ah ,624,168.2,155.8,135.6,-0.31, -- ,1.2406,0.8061,298.9403
4357,chr2R,8883810,8884090,8883970,150,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:8878810-8889090,"Su(z)2,CG33798,Psc,","59,-1843,-15476,", Su(z)2 ,59,28.9,240.6,189.4,2.71, /\ ,0.1526,6.5526,326.2356
4358,chr3R,11878380,11878660,11878540,150,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:11873380-11883660,"msps,CG5013,ird5,","0,-2123,-3396,", msps ,1996,151.9,206.2,117.8,-0.37, /\ ,1.2889,0.7758,13.5592
4359,chr3R,27048380,27048660,27048550,182,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:27043380-27053660,"CG12054,CG1746,CG15561,","0,-3193,-6922,", CG12054 ,2088,111.9,221.5,236.8,1.08, /- ,0.4724,2.1168,105.6006
4360,chr3L,18242170,18242470,18242320,214.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:18237170-18247470,"CheA75a,CG5103,CG7320,","2867,42903,-45654,", CheA75a ,2867,223.8,249.1,170.5,-0.39, -\ ,1.3126,0.7618,7.3148
4361,chr3L,22450810,22451090,22450990,263.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:22445810-22456090,"laza,CG11449,CG11438,","925,-1901,8941,", laza ,3293,255.6,333.9,219.1,-0.22, /\ ,1.1667,0.8571,10.1739
4362,chr2R,14707900,14708180,14708050,156.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:14702900-14713180,"l(2)03709,CG15097,CG15096,","0,1632,-5536,", l(2)03709 ,1050,189.7,175.4,107.5,-0.82, -\ ,1.7637,0.567,24.7908
4363,chrX,16110920,16111200,16111010,149.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:16105920-16116200,"disco,CG12507,kat80,","-243,48402,50027,", disco ,243,76.3,196.6,185.9,1.28, /- ,0.4105,2.4361,262.3054
4364,chr3L,20785830,20786110,20785970,154.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:20780830-20791110,"Six4,CG3698,CG11396,","-102,4365,-4736,", Six4 ,102,73.4,141.5,250,1.77, // ,0.2934,3.408,94.1952
4365,chr2R,2970600,2970880,2970720,150.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2965600-2975880,"esn,CG12831,CG12836,","3098,-9099,-13398,", esn ,3098,152.6,187.6,116.7,-0.39, /\ ,1.3079,0.7646,12.1406
